filename,num_points,x_min,x_max,x_range,y_min,y_max,y_range,z_min,z_max,z_range
boundary_500,8920144,-0.74956155,3.7739887,4.52355,-1.0696574,1.0696574,2.139315,-0.317597,1.1501185,1.4677155
boundary_51,8188756,-0.7420576,3.6663413,4.408399,-1.1025716,1.1025716,2.2051432,-0.317597,1.0103438,1.3279408
boundary_52,8437408,-0.85132426,3.9829845,4.8343086,-0.9917076,0.9917076,1.9834152,-0.317597,1.1600425,1.4776396
boundary_53,8095885,-0.8775855,3.5797336,4.4573193,-0.94130284,0.94130284,1.8826057,-0.317597,1.0752053,1.3928024
boundary_54,8727091,-0.7683983,3.9064574,4.6748557,-1.0669318,1.0669318,2.1338637,-0.317597,1.1268948,1.4444919
boundary_55,9795628,-0.821997,3.743527,4.565524,-1.0274155,1.0274155,2.054831,-0.317597,1.0417862,1.3593832
boundary_56,7510582,-0.9321246,3.8272188,4.759343,-0.915727,0.915727,1.831454,-0.317597,1.1923583,1.5099553
boundary_57,8065163,-0.8355447,3.942068,4.7776127,-1.0811611,1.0811611,2.1623223,-0.317597,1.1139826,1.4315796
boundary_58,9333485,-0.72741425,3.8685405,4.595955,-1.0021021,1.0021021,2.0042043,-0.317597,1.0636317,1.3812287
boundary_59,8251537,-0.78176147,3.7052045,4.486966,-0.9784159,0.9784159,1.9568318,-0.317597,1.1536906,1.4712876
boundary_6,9927946,-0.7364743,3.9305768,4.6670513,-0.9990543,0.9990543,1.9981086,-0.317597,1.0992126,1.4168097
boundary_60,9005867,-0.8890598,4.021624,4.9106836,-1.0412796,1.0412797,2.082559,-0.317597,1.0484709,1.3660679
boundary_61,9502543,-0.91891295,3.6283126,4.5472255,-1.0530561,1.0530561,2.1061122,-0.317597,1.123583,1.44118
boundary_62,7717740,-0.8095096,3.9448495,4.7543592,-0.9270891,0.9270891,1.8541782,-0.317597,0.99565667,1.3132536
boundary_63,8555235,-0.8631715,3.7813225,4.644494,-1.0928323,1.0928323,2.1856647,-0.317597,1.2067736,1.5243707
boundary_64,8321138,-0.75516695,3.8652608,4.6204276,-0.96603537,0.96603537,1.9320707,-0.317597,1.0804083,1.3980054
boundary_65,9662667,-0.7683634,4.0849566,4.85332,-1.0320853,1.0320853,2.0641706,-0.317597,1.2445794,1.5621765
boundary_66,8072229,-0.8791571,3.7695088,4.648666,-1.0953616,1.0953616,2.1907232,-0.317597,1.072667,1.390264
boundary_67,8914566,-0.9328984,3.60672,4.5396185,-1.0556669,1.0556669,2.1113338,-0.317597,1.0063239,1.323921
boundary_68,8318525,-0.8249819,3.9324696,4.7574515,-0.945373,0.945373,1.890746,-0.317597,1.137869,1.455466
boundary_69,7828627,-0.8531774,3.9299958,4.783173,-0.9413052,0.9413052,1.8826104,-0.317597,1.0797255,1.3973225
boundary_7,8179477,-0.79272085,3.7774727,4.570194,-0.95910835,0.95910835,1.9182167,-0.317597,1.0133669,1.330964
boundary_70,9572995,-0.7405704,3.8460503,4.586621,-1.0200534,1.0200534,2.0401068,-0.317597,1.124618,1.4422151
boundary_71,8261622,-0.79828846,3.692171,4.4904594,-0.9813584,0.9813584,1.9627168,-0.317597,1.020939,1.338536
boundary_72,8903159,-0.9060622,4.00915,4.915212,-1.05996,1.05996,2.11992,-0.317597,1.1905594,1.5081564
boundary_73,8691574,-0.81154376,3.8911123,4.7026563,-1.081935,1.081935,2.16387,-0.317597,1.091628,1.409225
boundary_74,8159091,-0.92000246,3.8075812,4.727584,-0.95542777,0.95542777,1.9108555,-0.317597,1.0606326,1.3782296
boundary_75,7882937,-0.75444704,3.6445048,4.398952,-1.1211331,1.1211331,2.2422662,-0.317597,1.1705952,1.4881922
boundary_76,9950761,-0.8655654,3.970718,4.836283,-0.9950178,0.9950178,1.9900357,-0.317597,1.0263089,1.3439059
boundary_77,8560719,-0.8956649,3.5681405,4.463805,-1.006235,1.006235,2.01247,-0.317597,1.1187521,1.4363492
boundary_78,8201501,-0.78370184,3.894684,4.6783857,-1.070113,1.070113,2.140226,-0.317597,1.0950189,1.4126159
boundary_79,9140787,-0.83820957,3.731258,4.5694675,-1.0463653,1.0463653,2.0927305,-0.317597,1.1845936,1.5021906
boundary_8,8773956,-0.9015542,3.8513196,4.752874,-1.0852046,1.0852046,2.1704092,-0.317597,1.1831412,1.5007383
boundary_80,8214868,-0.72779894,4.047675,4.775474,-0.91932166,0.91932166,1.8386433,-0.317597,1.0789928,1.3965899
boundary_81,9668803,-0.78982216,3.988777,4.7785993,-1.0567862,1.0567862,2.1135724,-0.317597,1.118453,1.43605
boundary_82,7978020,-0.9013441,3.6721523,4.5734963,-0.9302593,0.9302593,1.8605186,-0.317597,1.0684592,1.3860562
boundary_83,8155524,-0.73620766,3.7515512,4.4877586,-1.0808305,1.0808305,2.161661,-0.317597,0.9822072,1.2998042
boundary_84,8493166,-0.84428334,3.8252146,4.669498,-0.9696143,0.9696143,1.9392287,-0.317597,1.1518279,1.469425
boundary_85,8305082,-0.8706084,3.665471,4.5360794,-0.9812994,0.9812994,1.9625988,-0.317597,1.1427397,1.4603367
boundary_86,8597818,-0.76316965,3.7490132,4.5121827,-1.0451514,1.0451514,2.0903027,-0.317597,1.0995054,1.4171025
boundary_87,9376607,-0.8167323,3.828357,4.645089,-1.0055046,1.0055046,2.0110092,-0.317597,1.0335007,1.3510977
boundary_88,7970186,-0.92677414,3.9123285,4.8391027,-1.0853295,1.0853295,2.170659,-0.317597,1.1644094,1.4820064
boundary_89,8329512,-0.8303382,4.026757,4.857095,-1.105932,1.105932,2.211864,-0.317597,1.1064905,1.4240875
boundary_9,8731608,-0.80700463,3.9763048,4.7833095,-1.0593586,1.0593586,2.1187172,-0.317597,1.083736,1.401333
boundary_90,8999757,-0.7229432,3.7102907,4.4332337,-0.9958393,0.9958393,1.9916786,-0.317597,1.1112639,1.4288609
boundary_91,8164997,-0.7764076,3.7899916,4.566399,-0.955728,0.955728,1.911456,-0.317597,1.1457223,1.4633193
boundary_92,8903837,-0.8866223,3.8731408,4.7597632,-1.0200831,1.0200831,2.0401661,-0.317597,1.0215276,1.3391247
boundary_93,9866519,-0.9134896,3.713526,4.6270156,-1.0316327,1.0316327,2.0632653,-0.317597,1.0943819,1.411979
boundary_94,7524454,-0.80337834,3.7873747,4.590753,-0.9195467,0.9195467,1.8390934,-0.317597,1.1636168,1.4812138
boundary_95,8840986,-0.85840553,3.8657663,4.7241716,-1.0705261,1.0705261,2.1410522,-0.317597,1.1973724,1.5149695
boundary_96,8196941,-0.7495642,3.9503522,4.6999164,-0.9915202,0.9915202,1.9830405,-0.317597,1.0530928,1.3706899
boundary_97,10052877,-0.7790307,3.9161026,4.695133,-1.0131146,1.0131146,2.0262291,-0.317597,1.0837493,1.4013463
boundary_98,7582886,-0.88926023,3.8423805,4.731641,-0.94904983,0.94904983,1.8980997,-0.317597,1.2079444,1.5255414
boundary_99,8626062,-0.7253669,3.6790848,4.404452,-1.0524089,1.0524089,2.1048179,-0.317597,1.1416665,1.4592636
